;DIA;MES;AÑO;MUESTREO;CULTIVAR;VARIEDAD;PORTAINJERTO;REPETICION;CODIGO;EVALUADO;HUEVO ACARO HINDU;ADULTO ACARO HINDU;OTROS ACAROS;AFIDOS;MHC;HOJAS MINADAS;TOTAL HOJAS BROTE;ESCAMAS;MOSCA BLANCA;OBSERVACIONES
3;6;11;2019;M71;Limón;L.Pajarito;SxE;1;32;H1;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;L.Pajarito;SxE;1;32;H2;0;0;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Limón;L.Pajarito;SxE;1;32;H3;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;L.Pajarito;SxE;1;32;H4;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;PeradelRio;CPB4475;3;1;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;27;11;2019;M72;Naranja;PeradelRio;CPB4475;3;1;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;27;11;2019;M72;Naranja;PeradelRio;CPB4475;3;1;H1;NA;NA;NA;NA;NA;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;PeradelRio;CPB4475;3;1;H2;NA;NA;NA;NA;NA;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;PeradelRio;CPB4475;3;1;H3;NA;NA;NA;NA;NA;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;PeradelRio;CPB4475;3;1;H4;NA;NA;NA;NA;NA;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;PeradelRio;CPB4475;2;1;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;PeradelRio;CPB4475;2;1;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;PeradelRio;CPB4475;2;1;H1;NA;NA;NA;NA;NA;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;PeradelRio;CPB4475;2;1;H2;NA;NA;NA;NA;NA;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;PeradelRio;CPB4475;2;1;H3;NA;NA;NA;NA;NA;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;PeradelRio;CPB4475;2;1;H4;NA;NA;NA;NA;NA;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;PeradelRio;CPB4475;1;1;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;PeradelRio;CPB4475;1;1;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;PeradelRio;CPB4475;1;1;H1;3;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;PeradelRio;CPB4475;1;1;H2;0;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;PeradelRio;CPB4475;1;1;H3;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;PeradelRio;CPB4475;1;1;H4;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Lannelate;CPB4475;3;2;B1;NA;NA;NA;1;NA;1;15;;NA;
1;27;11;2019;M72;Naranja;Lannelate;CPB4475;3;2;B2;NA;NA;NA;1;NA;0;14;;NA;
1;27;11;2019;M72;Naranja;Lannelate;CPB4475;3;2;H1;3;0;1;NA;1;NA;NA;1;0;
1;27;11;2019;M72;Naranja;Lannelate;CPB4475;3;2;H2;5;7;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Lannelate;CPB4475;3;2;H3;13;4;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Lannelate;CPB4475;3;2;H4;121;24;2;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Lannelate;CPB4475;2;2;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;Lannelate;CPB4475;2;2;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;Lannelate;CPB4475;2;2;H1;2;5;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Lannelate;CPB4475;2;2;H2;19;1;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Lannelate;CPB4475;2;2;H3;2;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Lannelate;CPB4475;2;2;H4;3;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Lannelate;CPB4475;1;2;B1;NA;NA;NA;1;NA;0;13;;NA;
3;27;11;2019;M72;Naranja;Lannelate;CPB4475;1;2;B2;NA;NA;NA;1;NA;0;12;;NA;
3;27;11;2019;M72;Naranja;Lannelate;CPB4475;1;2;H1;4;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Lannelate;CPB4475;1;2;H2;0;2;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Lannelate;CPB4475;1;2;H3;3;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Lannelate;CPB4475;1;2;H4;1;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Hamlin;CPB4475;3;3;B1;NA;NA;NA;1;NA;0;16;;NA;
1;27;11;2019;M72;Naranja;Hamlin;CPB4475;3;3;B2;NA;NA;NA;1;NA;0;8;;NA;
1;27;11;2019;M72;Naranja;Hamlin;CPB4475;3;3;H1;0;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Hamlin;CPB4475;3;3;H2;0;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Hamlin;CPB4475;3;3;H3;4;2;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Hamlin;CPB4475;3;3;H4;0;0;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Hamlin;CPB4475;2;3;B1;NA;NA;NA;1;NA;0;13;;NA;
2;27;11;2019;M72;Naranja;Hamlin;CPB4475;2;3;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;Hamlin;CPB4475;2;3;H1;7;1;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Hamlin;CPB4475;2;3;H2;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Hamlin;CPB4475;2;3;H3;7;5;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Hamlin;CPB4475;2;3;H4;1;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Hamlin;CPB4475;1;3;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;Hamlin;CPB4475;1;3;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;Hamlin;CPB4475;1;3;H1;0;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Hamlin;CPB4475;1;3;H2;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Hamlin;CPB4475;1;3;H3;8;1;2;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Hamlin;CPB4475;1;3;H4;4;3;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;3;4;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;3;4;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;3;4;H1;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;3;4;H2;0;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;3;4;H3;2;1;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;3;4;H4;9;1;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;2;4;B1;NA;NA;NA;1;NA;3;8;;NA;
2;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;2;4;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;2;4;H1;5;0;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;2;4;H2;1;2;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;2;4;H3;2;2;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;2;4;H4;2;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;1;4;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;1;4;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;1;4;H1;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;1;4;H2;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;1;4;H3;1;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;ParsonBrown;CPB4475;1;4;H4;3;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Pinneapple;CPB4475;3;5;B1;NA;NA;NA;1;NA;0;16;;NA;
1;27;11;2019;M72;Naranja;Pinneapple;CPB4475;3;5;B2;NA;NA;NA;1;NA;0;11;;NA;
1;27;11;2019;M72;Naranja;Pinneapple;CPB4475;3;5;H1;16;1;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Pinneapple;CPB4475;3;5;H2;0;1;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Pinneapple;CPB4475;3;5;H3;0;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Pinneapple;CPB4475;3;5;H4;51;7;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Pinneapple;CPB4475;2;5;B1;NA;NA;NA;1;NA;1;10;;NA;
2;27;11;2019;M72;Naranja;Pinneapple;CPB4475;2;5;B2;NA;NA;NA;1;NA;2;16;;NA;
2;27;11;2019;M72;Naranja;Pinneapple;CPB4475;2;5;H1;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Pinneapple;CPB4475;2;5;H2;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Pinneapple;CPB4475;2;5;H3;2;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Pinneapple;CPB4475;2;5;H4;6;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Pinneapple;CPB4475;1;5;B1;NA;NA;NA;1;NA;0;17;;NA;
3;27;11;2019;M72;Naranja;Pinneapple;CPB4475;1;5;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;Pinneapple;CPB4475;1;5;H1;4;4;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Pinneapple;CPB4475;1;5;H2;0;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Pinneapple;CPB4475;1;5;H3;1;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Pinneapple;CPB4475;1;5;H4;2;4;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;V.Washington;CPB4475;3;6;B1;NA;NA;NA;1;NA;0;12;;NA;
1;27;11;2019;M72;Naranja;V.Washington;CPB4475;3;6;B2;NA;NA;NA;1;NA;1;10;;NA;
1;27;11;2019;M72;Naranja;V.Washington;CPB4475;3;6;H1;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;V.Washington;CPB4475;3;6;H2;2;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;V.Washington;CPB4475;3;6;H3;3;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;V.Washington;CPB4475;3;6;H4;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;V.Washington;CPB4475;2;6;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;V.Washington;CPB4475;2;6;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;V.Washington;CPB4475;2;6;H1;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;V.Washington;CPB4475;2;6;H2;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;V.Washington;CPB4475;2;6;H3;2;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;V.Washington;CPB4475;2;6;H4;1;1;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;V.Washington;CPB4475;1;6;B1;NA;NA;NA;1;NA;0;18;;NA;
3;27;11;2019;M72;Naranja;V.Washington;CPB4475;1;6;B2;NA;NA;NA;1;NA;5;12;;NA;
3;27;11;2019;M72;Naranja;V.Washington;CPB4475;1;6;H1;0;1;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;V.Washington;CPB4475;1;6;H2;8;2;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;V.Washington;CPB4475;1;6;H3;3;1;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;V.Washington;CPB4475;1;6;H4;0;4;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Sweety O;CPB4475;3;7;B1;NA;NA;NA;1;NA;1;12;;NA;
1;27;11;2019;M72;Naranja;Sweety O;CPB4475;3;7;B2;NA;NA;NA;1;NA;3;15;;NA;
1;27;11;2019;M72;Naranja;Sweety O;CPB4475;3;7;H1;4;3;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Sweety O;CPB4475;3;7;H2;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Sweety O;CPB4475;3;7;H3;1;8;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;Sweety O;CPB4475;3;7;H4;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Sweety O;CPB4475;2;7;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;Sweety O;CPB4475;2;7;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Naranja;Sweety O;CPB4475;2;7;H1;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Sweety O;CPB4475;2;7;H2;2;1;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Sweety O;CPB4475;2;7;H3;0;1;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;Sweety O;CPB4475;2;7;H4;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Sweety O;CPB4475;1;7;B1;NA;NA;NA;1;NA;1;13;;NA;
3;27;11;2019;M72;Naranja;Sweety O;CPB4475;1;7;B2;NA;NA;NA;1;NA;0;13;;NA;
3;27;11;2019;M72;Naranja;Sweety O;CPB4475;1;7;H1;1;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Sweety O;CPB4475;1;7;H2;0;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Sweety O;CPB4475;1;7;H3;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;Sweety O;CPB4475;1;7;H4;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;FrostValencia;CPB4475;3;8;B1;NA;NA;NA;1;NA;0;12;;NA;
1;27;11;2019;M72;Naranja;FrostValencia;CPB4475;3;8;B2;NA;NA;NA;1;NA;2;10;;NA;
1;27;11;2019;M72;Naranja;FrostValencia;CPB4475;3;8;H1;2;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;FrostValencia;CPB4475;3;8;H2;6;2;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;FrostValencia;CPB4475;3;8;H3;7;2;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;FrostValencia;CPB4475;3;8;H4;4;2;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;FrostValencia;CPB4475;2;8;B1;NA;NA;NA;1;NA;0;17;;NA;
2;27;11;2019;M72;Naranja;FrostValencia;CPB4475;2;8;B2;NA;NA;NA;1;NA;0;16;;NA;
2;27;11;2019;M72;Naranja;FrostValencia;CPB4475;2;8;H1;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;FrostValencia;CPB4475;2;8;H2;2;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;FrostValencia;CPB4475;2;8;H3;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;FrostValencia;CPB4475;2;8;H4;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;FrostValencia;CPB4475;1;8;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;FrostValencia;CPB4475;1;8;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;FrostValencia;CPB4475;1;8;H1;4;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;FrostValencia;CPB4475;1;8;H2;4;2;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;FrostValencia;CPB4475;1;8;H3;2;3;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;FrostValencia;CPB4475;1;8;H4;5;7;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;GarciaVal;CPB4475;3;9;B1;NA;NA;NA;1;NA;4;11;;NA;
1;27;11;2019;M72;Naranja;GarciaVal;CPB4475;3;9;B2;NA;NA;NA;1;NA;1;9;;NA;
1;27;11;2019;M72;Naranja;GarciaVal;CPB4475;3;9;H1;1;0;2;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;GarciaVal;CPB4475;3;9;H2;5;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;GarciaVal;CPB4475;3;9;H3;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Naranja;GarciaVal;CPB4475;3;9;H4;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;GarciaVal;CPB4475;2;9;B1;NA;NA;NA;1;NA;1;14;;NA;
2;27;11;2019;M72;Naranja;GarciaVal;CPB4475;2;9;B2;NA;NA;NA;1;NA;2;12;;NA;
2;27;11;2019;M72;Naranja;GarciaVal;CPB4475;2;9;H1;1;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;GarciaVal;CPB4475;2;9;H2;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;GarciaVal;CPB4475;2;9;H3;13;1;2;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Naranja;GarciaVal;CPB4475;2;9;H4;3;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;GarciaVal;CPB4475;1;9;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;GarciaVal;CPB4475;1;9;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Naranja;GarciaVal;CPB4475;1;9;H1;1;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;GarciaVal;CPB4475;1;9;H2;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;GarciaVal;CPB4475;1;9;H3;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Naranja;GarciaVal;CPB4475;1;9;H4;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;2;10;B1;NA;NA;NA;1;NA;0;4;;NA;
1;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;2;10;B2;NA;NA;NA;1;NA;4;4;;NA;
1;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;2;10;H1;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;2;10;H2;0;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;2;10;H3;0;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;2;10;H4;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;3;10;B1;NA;NA;NA;1;NA;0;6;;NA;
2;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;3;10;B2;NA;NA;NA;1;NA;0;9;;NA;
2;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;3;10;H1;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;3;10;H2;1;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;3;10;H3;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;3;10;H4;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;1;10;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;1;10;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;1;10;H1;1;2;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;1;10;H2;0;1;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;1;10;H3;2;2;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Oneco;CPB4475;1;10;H4;1;2;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;2;11;B1;NA;NA;NA;1;NA;0;7;;NA;
1;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;2;11;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;2;11;H1;1;2;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;2;11;H2;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;2;11;H3;3;14;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;2;11;H4;3;5;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;3;11;B1;NA;NA;NA;1;NA;0;10;;NA;
2;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;3;11;B2;NA;NA;NA;1;NA;0;11;;NA;
2;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;3;11;H1;0;0;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;3;11;H2;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;3;11;H3;0;0;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;3;11;H4;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;1;11;B1;NA;NA;NA;1;NA;0;4;;NA;
3;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;1;11;B2;NA;NA;NA;1;NA;0;12;;NA;
3;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;1;11;H1;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;1;11;H2;1;2;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;1;11;H3;6;2;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;OwariSatsuma;CPB4475;1;11;H4;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;2;12;B1;NA;NA;NA;1;NA;2;9;;NA;
1;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;2;12;B2;NA;NA;NA;1;NA;0;10;;NA;
1;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;2;12;H1;5;5;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;2;12;H2;1;0;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;2;12;H3;10;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;2;12;H4;3;3;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;1;12;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;1;12;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;1;12;H1;13;16;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;1;12;H2;3;4;1;NA;0;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;1;12;H3;0;4;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;1;12;H4;0;1;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;3;12;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;3;12;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;3;12;H1;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;3;12;H2;0;0;1;NA;1;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;3;12;H3;0;0;1;NA;0;NA;NA;NA;0;
3;27;11;2019;M72;Mandarina;M.Arrayana;CPB4475;3;12;H4;0;0;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;FairChild;CPB4475;2;13;B1;NA;NA;NA;1;NA;2;8;;NA;
1;27;11;2019;M72;Mandarina;FairChild;CPB4475;2;13;B2;NA;NA;NA;1;NA;0;6;;NA;
1;27;11;2019;M72;Mandarina;FairChild;CPB4475;2;13;H1;0;2;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;FairChild;CPB4475;2;13;H2;4;2;1;NA;0;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;FairChild;CPB4475;2;13;H3;5;3;1;NA;1;NA;NA;NA;0;
1;27;11;2019;M72;Mandarina;FairChild;CPB4475;2;13;H4;1;7;1;NA;1;NA;NA;NA;0;
2;27;11;2019;M72;Mandarina;FairChild;CPB4475;1;13;B1;NA;NA;NA;1;NA;0;10;;NA;
