;DIA;MES;AÑO;MUESTREO;CULTIVAR;VARIEDAD;PORTAINJERTO;REPETICION;CODIGO;EVALUADO;HUEVO ACARO HINDU;ADULTO ACARO HINDU;OTROS ACAROS;AFIDOS;MHC;HOJAS MINADAS;TOTAL HOJAS BROTE;ESCAMAS;MOSCA BLANCA;OBSERVACIONES
2;6;11;2019;M71;Naranja;Hamlin;SxE;2;19;H4;5;2;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Hamlin;SxE;1;19;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Naranja;Hamlin;SxE;1;19;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Naranja;Hamlin;SxE;1;19;H1;1;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Hamlin;SxE;1;19;H2;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Hamlin;SxE;1;19;H3;14;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Hamlin;SxE;1;19;H4;9;1;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;ParsonBrown;SxE;3;20;B1;NA;NA;NA;1;NA;0;17;;NA;
1;6;11;2019;M71;Naranja;ParsonBrown;SxE;3;20;B2;NA;NA;NA;1;NA;0;15;;NA;
1;6;11;2019;M71;Naranja;ParsonBrown;SxE;3;20;H1;15;4;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;ParsonBrown;SxE;3;20;H2;7;2;2;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;ParsonBrown;SxE;3;20;H3;8;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;ParsonBrown;SxE;3;20;H4;6;10;2;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;ParsonBrown;SxE;2;20;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;ParsonBrown;SxE;2;20;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;ParsonBrown;SxE;2;20;H1;0;0;1;NA;NA;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;ParsonBrown;SxE;2;20;H2;3;0;1;NA;NA;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;ParsonBrown;SxE;2;20;H3;0;0;1;NA;NA;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;ParsonBrown;SxE;2;20;H4;0;0;1;NA;NA;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;ParsonBrown;SxE;1;20;B1;NA;NA;NA;1;NA;0;14;;NA;
3;6;11;2019;M71;Naranja;ParsonBrown;SxE;1;20;B2;NA;NA;NA;1;NA;0;16;;NA;
3;6;11;2019;M71;Naranja;ParsonBrown;SxE;1;20;H1;1;1;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;ParsonBrown;SxE;1;20;H2;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;ParsonBrown;SxE;1;20;H3;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;ParsonBrown;SxE;1;20;H4;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Pinneapple;SxE;3;21;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Naranja;Pinneapple;SxE;3;21;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Naranja;Pinneapple;SxE;3;21;H1;24;10;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Pinneapple;SxE;3;21;H2;3;1;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Pinneapple;SxE;3;21;H3;28;5;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Pinneapple;SxE;3;21;H4;14;1;2;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Pinneapple;SxE;2;21;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;Pinneapple;SxE;2;21;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;Pinneapple;SxE;2;21;H1;36;17;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Pinneapple;SxE;2;21;H2;2;0;2;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Pinneapple;SxE;2;21;H3;0;4;2;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Pinneapple;SxE;2;21;H4;2;2;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Pinneapple;SxE;1;21;B1;NA;NA;NA;1;NA;0;11;;NA;
3;6;11;2019;M71;Naranja;Pinneapple;SxE;1;21;B2;NA;NA;NA;1;NA;0;12;;NA;
3;6;11;2019;M71;Naranja;Pinneapple;SxE;1;21;H1;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Pinneapple;SxE;1;21;H2;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Pinneapple;SxE;1;21;H3;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Pinneapple;SxE;1;21;H4;18;1;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;V.Washington;SxE;3;22;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Naranja;V.Washington;SxE;3;22;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Naranja;V.Washington;SxE;3;22;H1;28;9;2;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;V.Washington;SxE;3;22;H2;5;29;2;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;V.Washington;SxE;3;22;H3;14;5;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;V.Washington;SxE;3;22;H4;55;24;2;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;V.Washington;SxE;2;22;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;V.Washington;SxE;2;22;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;V.Washington;SxE;2;22;H1;2;1;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;V.Washington;SxE;2;22;H2;20;24;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;V.Washington;SxE;2;22;H3;3;6;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;V.Washington;SxE;2;22;H4;5;3;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;V.Washington;SxE;1;22;B1;NA;NA;NA;1;NA;0;6;;NA;
3;6;11;2019;M71;Naranja;V.Washington;SxE;1;22;B2;NA;NA;NA;1;NA;0;12;;NA;
3;6;11;2019;M71;Naranja;V.Washington;SxE;1;22;H1;0;0;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;V.Washington;SxE;1;22;H2;6;7;2;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;V.Washington;SxE;1;22;H3;0;0;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;V.Washington;SxE;1;22;H4;1;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Sweety O;SxE;3;23;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Naranja;Sweety O;SxE;3;23;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Naranja;Sweety O;SxE;3;23;H1;2;5;2;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Sweety O;SxE;3;23;H2;0;4;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Sweety O;SxE;3;23;H3;2;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;Sweety O;SxE;3;23;H4;1;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Sweety O;SxE;2;23;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;Sweety O;SxE;2;23;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;Sweety O;SxE;2;23;H1;31;17;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Sweety O;SxE;2;23;H2;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Sweety O;SxE;2;23;H3;0;2;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;Sweety O;SxE;2;23;H4;0;1;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Sweety O;SxE;1;23;B1;NA;NA;NA;1;NA;2;9;;NA;
3;6;11;2019;M71;Naranja;Sweety O;SxE;1;23;B2;NA;NA;NA;1;NA;5;10;;NA;
3;6;11;2019;M71;Naranja;Sweety O;SxE;1;23;H1;8;2;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Sweety O;SxE;1;23;H2;2;1;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Sweety O;SxE;1;23;H3;9;5;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;Sweety O;SxE;1;23;H4;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;FrostValencia;SxE;3;24;B1;NA;NA;NA;1;NA;0;10;;NA;
1;6;11;2019;M71;Naranja;FrostValencia;SxE;3;24;B2;NA;NA;NA;1;NA;1;16;;NA;
1;6;11;2019;M71;Naranja;FrostValencia;SxE;3;24;H1;13;3;2;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;FrostValencia;SxE;3;24;H2;47;11;2;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;FrostValencia;SxE;3;24;H3;2;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;FrostValencia;SxE;3;24;H4;20;3;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;FrostValencia;SxE;2;24;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;FrostValencia;SxE;2;24;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Naranja;FrostValencia;SxE;2;24;H1;5;7;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;FrostValencia;SxE;2;24;H2;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;FrostValencia;SxE;2;24;H3;5;4;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;FrostValencia;SxE;2;24;H4;2;2;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;FrostValencia;SxE;1;24;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Naranja;FrostValencia;SxE;1;24;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Naranja;FrostValencia;SxE;1;24;H1;8;2;2;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;FrostValencia;SxE;1;24;H2;1;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;FrostValencia;SxE;1;24;H3;2;1;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;FrostValencia;SxE;1;24;H4;1;5;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;GarciaVal;SxE;3;25;B1;NA;NA;NA;1;NA;0;14;;NA;
1;6;11;2019;M71;Naranja;GarciaVal;SxE;3;25;B2;NA;NA;NA;1;NA;4;11;;NA;
1;6;11;2019;M71;Naranja;GarciaVal;SxE;3;25;H1;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;GarciaVal;SxE;3;25;H2;23;2;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;GarciaVal;SxE;3;25;H3;6;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Naranja;GarciaVal;SxE;3;25;H4;0;1;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;GarciaVal;SxE;2;25;B1;NA;NA;NA;1;NA;0;9;;NA;
2;6;11;2019;M71;Naranja;GarciaVal;SxE;2;25;B2;NA;NA;NA;1;NA;1;10;;NA;
2;6;11;2019;M71;Naranja;GarciaVal;SxE;2;25;H1;1;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;GarciaVal;SxE;2;25;H2;3;20;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;GarciaVal;SxE;2;25;H3;2;1;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Naranja;GarciaVal;SxE;2;25;H4;5;3;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;GarciaVal;SxE;1;25;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Naranja;GarciaVal;SxE;1;25;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Naranja;GarciaVal;SxE;1;25;H1;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;GarciaVal;SxE;1;25;H2;16;2;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;GarciaVal;SxE;1;25;H3;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Naranja;GarciaVal;SxE;1;25;H4;3;1;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Oneco;SxE;2;26;B1;NA;NA;NA;1;NA;4;6;;NA;
1;6;11;2019;M71;Mandarina;M.Oneco;SxE;2;26;B2;NA;NA;NA;1;NA;1;4;;NA;
1;6;11;2019;M71;Mandarina;M.Oneco;SxE;2;26;H1;4;5;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Oneco;SxE;2;26;H2;0;1;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Oneco;SxE;2;26;H3;1;2;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Oneco;SxE;2;26;H4;1;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Oneco;SxE;3;26;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Mandarina;M.Oneco;SxE;3;26;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Mandarina;M.Oneco;SxE;3;26;H1;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Oneco;SxE;3;26;H2;5;2;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Oneco;SxE;3;26;H3;9;4;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Oneco;SxE;3;26;H4;1;2;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Oneco;SxE;1;26;B1;NA;NA;NA;1;NA;5;5;;NA;
3;6;11;2019;M71;Mandarina;M.Oneco;SxE;1;26;B2;NA;NA;NA;1;NA;3;5;;NA;
3;6;11;2019;M71;Mandarina;M.Oneco;SxE;1;26;H1;2;5;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Oneco;SxE;1;26;H2;3;6;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Oneco;SxE;1;26;H3;16;9;3;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Oneco;SxE;1;26;H4;19;0;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;3;27;B1;NA;NA;NA;1;NA;0;7;;NA;
1;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;3;27;B2;NA;NA;NA;1;NA;0;8;;NA;
1;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;3;27;H1;13;8;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;3;27;H2;6;2;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;3;27;H3;15;3;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;3;27;H4;4;4;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;2;27;B1;NA;NA;NA;1;NA;2;4;;NA;
2;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;2;27;B2;NA;NA;NA;1;NA;0;12;;NA;
2;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;2;27;H1;0;1;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;2;27;H2;4;13;2;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;2;27;H3;2;0;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;2;27;H4;0;1;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;1;27;B1;NA;NA;NA;1;NA;0;6;;NA;
3;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;1;27;B2;NA;NA;NA;1;NA;0;7;;NA;
3;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;1;27;H1;0;1;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;1;27;H2;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;1;27;H3;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;OwariSatsuma;SxE;1;27;H4;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Arrayana;SxE;2;28;B1;NA;NA;NA;1;NA;3;7;;NA;
1;6;11;2019;M71;Mandarina;M.Arrayana;SxE;2;28;B2;NA;NA;NA;1;NA;0;9;;NA;
1;6;11;2019;M71;Mandarina;M.Arrayana;SxE;2;28;H1;4;1;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Arrayana;SxE;2;28;H2;9;2;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Arrayana;SxE;2;28;H3;2;6;2;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;M.Arrayana;SxE;2;28;H4;1;9;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Arrayana;SxE;1;28;B1;NA;NA;NA;1;NA;1;8;;NA;
2;6;11;2019;M71;Mandarina;M.Arrayana;SxE;1;28;B2;NA;NA;NA;3;NA;1;8;;NA;
2;6;11;2019;M71;Mandarina;M.Arrayana;SxE;1;28;H1;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Arrayana;SxE;1;28;H2;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Arrayana;SxE;1;28;H3;5;9;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;M.Arrayana;SxE;1;28;H4;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Arrayana;SxE;3;28;B1;NA;NA;NA;1;NA;4;12;;NA;
3;6;11;2019;M71;Mandarina;M.Arrayana;SxE;3;28;B2;NA;NA;NA;1;NA;0;7;;NA;
3;6;11;2019;M71;Mandarina;M.Arrayana;SxE;3;28;H1;0;0;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Arrayana;SxE;3;28;H2;6;2;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Arrayana;SxE;3;28;H3;0;0;2;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;M.Arrayana;SxE;3;28;H4;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;FairChild;SxE;2;29;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Mandarina;FairChild;SxE;2;29;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Mandarina;FairChild;SxE;2;29;H1;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;FairChild;SxE;2;29;H2;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;FairChild;SxE;2;29;H3;3;13;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Mandarina;FairChild;SxE;2;29;H4;5;4;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;FairChild;SxE;3;29;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Mandarina;FairChild;SxE;3;29;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;6;11;2019;M71;Mandarina;FairChild;SxE;3;29;H1;1;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;FairChild;SxE;3;29;H2;7;0;2;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;FairChild;SxE;3;29;H3;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Mandarina;FairChild;SxE;3;29;H4;1;4;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;FairChild;SxE;1;29;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Mandarina;FairChild;SxE;1;29;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Mandarina;FairChild;SxE;1;29;H1;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;FairChild;SxE;1;29;H2;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;FairChild;SxE;1;29;H3;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Mandarina;FairChild;SxE;1;29;H4;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Eureka;SxE;2;30;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Limón;Eureka;SxE;2;30;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Limón;Eureka;SxE;2;30;H1;16;4;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Eureka;SxE;2;30;H2;1;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Eureka;SxE;2;30;H3;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Eureka;SxE;2;30;H4;3;4;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Eureka;SxE;1;30;B1;NA;NA;NA;1;NA;0;28;;NA;
2;6;11;2019;M71;Limón;Eureka;SxE;1;30;B2;NA;NA;NA;1;NA;3;26;;NA;
2;6;11;2019;M71;Limón;Eureka;SxE;1;30;H1;1;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Eureka;SxE;1;30;H2;5;1;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Eureka;SxE;1;30;H3;2;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Eureka;SxE;1;30;H4;7;1;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Eureka;SxE;3;30;B1;NA;NA;NA;2;NA;0;15;;NA;
3;6;11;2019;M71;Limón;Eureka;SxE;3;30;B2;NA;NA;NA;2;NA;0;13;;NA;
3;6;11;2019;M71;Limón;Eureka;SxE;3;30;H1;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Eureka;SxE;3;30;H2;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Eureka;SxE;3;30;H3;1;3;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Eureka;SxE;3;30;H4;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Perrine;SxE;2;31;B1;NA;NA;NA;1;NA;0;13;;NA;
1;6;11;2019;M71;Limón;Perrine;SxE;2;31;B2;NA;NA;NA;1;NA;0;9;;NA;
1;6;11;2019;M71;Limón;Perrine;SxE;2;31;H1;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Perrine;SxE;2;31;H2;0;0;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Perrine;SxE;2;31;H3;4;0;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Limón;Perrine;SxE;2;31;H4;1;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Perrine;SxE;3;31;B1;NA;NA;NA;1;NA;0;8;;NA;
2;6;11;2019;M71;Limón;Perrine;SxE;3;31;B2;NA;NA;NA;1;NA;0;12;;NA;
2;6;11;2019;M71;Limón;Perrine;SxE;3;31;H1;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Perrine;SxE;3;31;H2;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Perrine;SxE;3;31;H3;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;Perrine;SxE;3;31;H4;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Perrine;SxE;1;31;B1;NA;NA;NA;1;NA;0;16;;NA;
3;6;11;2019;M71;Limón;Perrine;SxE;1;31;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Limón;Perrine;SxE;1;31;H1;1;0;2;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Perrine;SxE;1;31;H2;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Perrine;SxE;1;31;H3;0;0;1;NA;1;NA;NA;NA;0;
3;6;11;2019;M71;Limón;Perrine;SxE;1;31;H4;0;0;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Limón;L.Pajarito;SxE;2;32;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Limón;L.Pajarito;SxE;2;32;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;6;11;2019;M71;Limón;L.Pajarito;SxE;2;32;H1;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Limón;L.Pajarito;SxE;2;32;H2;0;0;1;NA;1;NA;NA;NA;0;
1;6;11;2019;M71;Limón;L.Pajarito;SxE;2;32;H3;0;0;1;NA;0;NA;NA;NA;0;
1;6;11;2019;M71;Limón;L.Pajarito;SxE;2;32;H4;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;L.Pajarito;SxE;3;32;B1;NA;NA;NA;1;NA;0;9;;NA;
2;6;11;2019;M71;Limón;L.Pajarito;SxE;3;32;B2;NA;NA;NA;1;NA;0;12;;NA;
2;6;11;2019;M71;Limón;L.Pajarito;SxE;3;32;H1;0;0;1;NA;1;NA;NA;NA;0;
2;6;11;2019;M71;Limón;L.Pajarito;SxE;3;32;H2;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;L.Pajarito;SxE;3;32;H3;0;0;1;NA;0;NA;NA;NA;0;
2;6;11;2019;M71;Limón;L.Pajarito;SxE;3;32;H4;0;0;1;NA;0;NA;NA;NA;0;
3;6;11;2019;M71;Limón;L.Pajarito;SxE;1;32;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;6;11;2019;M71;Limón;L.Pajarito;SxE;1;32;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
